ID|SNOMED_CID|SNOMED_FSN|SNOMED_CONCEPT_STATUS|UMLS_CUI|OCCURRENCE|USAGE|FIRST_IN_SUBSET|IS_RETIRED_FROM_SUBSET|LAST_IN_SUBSET|REPLACED_BY_SNOMED_CID
1052|28670008|Esophageal varices (disorder)|Current|C0014867|5|0.0114|200907|False||
1053|233174007|Cardiac pacemaker procedure (procedure)|Current|C0397420|3|0.0114|200907|False||
1054|65120008|Generalized convulsive epilepsy (disorder)|Current|C0311334|3|0.0114|200907|False||
1055|77692006|Hypersomnia (disorder)|Current|C0917799|3|0.0114|200907|False||
1056|194424005|Sensorineural hearing loss, bilateral (disorder)|Current|C0452138|2|0.0114|200907|False||
1057|343087000|Partial deafness (disorder)|Current|C0018772|2|0.0114|200907|False||
1058|51070004|Varicocele (disorder)|Current|C0042341|7|0.0113|200907|False||
1059|21454007|Subarachnoid intracranial hemorrhage (disorder)|Current|C0038525|6|0.0113|200907|False||
1060|236037000|Incisional hernia (disorder)|Current|C0267716|5|0.0113|200907|False||
1061|38907003|Varicella (disorder)|Current|C0008049|5|0.0113|200907|False||
1062|63901009|Pain in testicle (finding)|Current|C0039591|4|0.0113|200907|False||
1063|183655000|Transplant follow-up (finding)|Current|C0580702|1|0.0113|200907|False||
1064|399029005|Tinea cruris (disorder)|Current|C1384589|5|0.0112|200907|False||
1065|81712001|Pain in female genitalia on intercourse (finding)|Current|C0013394|5|0.0112|200907|False||
1066|45913009|Laryngitis (disorder)|Current|C0023067|4|0.0112|200907|False||
1067|30654002|Hypertrophy of nail (disorder)|Current|C0263536|2|0.0112|200907|False||
1068|35468003|Crushed in between objects (event)|Current|C1278558|1|0.0112|200907|False||
1069|387742006|Amblyopia (disorder)|Current|C0002418|5|0.0111|200907|False||
1070|234319005|Splenectomy (procedure)|Current|C0037995|4|0.0111|200907|False||
1071|65576009|Polyp of cervix (disorder)|Current|C0007855|4|0.0111|200907|False||
1072|236439005|Cystic disease of kidney (disorder)|Current|C1691228|1|0.0111|201208|False||
1073|13920009|Hepatic encephalopathy (disorder)|Current|C0019151|6|0.011|200907|False||
1074|95320005|Disorder of skin (disorder)|Current|C0037274|4|0.011|200907|False||
1075|166922008|Blood glucose abnormal (finding)|Current|C0580546|2|0.011|200907|False||
1076|192127007|Child attention deficit disorder (disorder)|Current|C0004269|1|0.011|200907|False||
1077|442234001|Serum cholesterol borderline high (finding)|Current|C2711680|1|0.011|200908|False||
1078|2177002|Postherpetic neuralgia (disorder)|Current|C0032768|6|0.0109|200907|False||
1079|197941005|Frank hematuria (disorder)|Current|C0473237|5|0.0109|200907|False||
1080|55300003|Cramp (finding)|Current|C0026821|5|0.0109|200907|False||
1081|233703007|Interstitial lung disease (disorder)|Current|C0206062|4|0.0109|200907|False||
1082|26212005|Replacement of aortic valve (procedure)|Current|C0003506|4|0.0109|200907|False||
1083|27885002|Complete atrioventricular block (disorder)|Current|C0151517|4|0.0109|200907|False||
1084|363518003|Malignant tumor of kidney (disorder)|Current|C0740457|4|0.0109|200907|False||
1085|95319004|Skin nodule (finding)|Current|C0037287|4|0.0109|200907|False||
1086|43275000|Otitis (disorder)|Current|C0029877|3|0.0109|200907|False||
1087|76571007|Septic shock (disorder)|Current|C0036983|2|0.0109|200907|False||
1088|14304000|Disorder of thyroid gland (disorder)|Current|C0040128|6|0.0108|200907|False||
1089|233873004|Hypertrophic cardiomyopathy (disorder)|Current|C0007194|5|0.0108|200907|False||
1090|46775006|Respiratory distress syndrome in the newborn (disorder)|Current|C0035220|4|0.0108|200907|False||
1091|18949003|Change of dressing (procedure)|Current|C0085671|2|0.0108|200907|False||
1092|193731001|Legal blindness (United States of America) (disorder)|Current|C0339711|2|0.0108|200907|False||
1093|12463005|Infectious gastroenteritis (disorder)|Current|C0277525|1|0.0108|200907|False||
1094|161800001|History of hysterectomy (situation)|Current|C0438065|1|0.0108|200907|False||
1095|432083006|Occlusive disease of artery of lower extremity (disorder)|Current|C2317045|1|0.0108|201208|False||
1096|35486000|Subdural intracranial hemorrhage (disorder)|Current|C0018946|5|0.0107|200907|False||
1097|235871004|Hepatitis B carrier (finding)|Current|C0262505|4|0.0107|200907|False||
1098|267095009|Speech problem (finding)|Current|C0395016|4|0.0107|200907|False||
1099|68569003|Manic bipolar I disorder (disorder)|Current|C0024713|4|0.0107|200907|False||
1100|161508001|History of deep vein thrombosis (situation)|Current|C0459853|3|0.0107|200907|False||
1101|88223008|Secondary pulmonary hypertension (disorder)|Current|C0264936|3|0.0107|200907|False||
1102|275546001|History of thrombosis (situation)|Current|C0559162|1|0.0107|201208|False||
1103|402567004|Vesicular eczema of hands and/or feet (disorder)|Current|C0032633|6|0.0106|200907|False||
1104|15628003|Gonorrhea (disorder)|Current|C0018081|4|0.0106|200907|False||
1105|255029007|Papillary thyroid carcinoma (disorder)|Current|C0238463|4|0.0106|200907|False||
1106|63643000|Derangement of knee (disorder)|Current|C0158053|4|0.0106|200907|False||
1107|74400008|Appendicitis (disorder)|Current|C0003615|4|0.0106|200907|False||
1108|49455004|Polyneuropathy co-occurrent and due to diabetes mellitus (disorder)|Current|C0271680|3|0.0106|200907|False||
1109|392236004|Operative procedure on spinal structure (procedure)|Current|C0185908|2|0.0106|200907|False||
1110|52767006|Neonatal hypoglycemia (disorder)|Current|C0158986|2|0.0106|200907|False||
1111|12729009|Prolonged rupture of membranes (disorder)|Current|C3541213|1|0.0106|200907|False||
1112|8229003|Vasomotor rhinitis (disorder)|Current|C0035460|6|0.0105|200907|False||
1113|277577000|Monoclonal gammopathy of uncertain significance (disorder)|Current|C0026470|4|0.0105|200907|False||
1114|421893009|Renal disorder associated with type I diabetes mellitus (disorder)|Current|C1719759|4|0.0105|200907|False||
1115|56717001|Tuberculosis (disorder)|Current|C0041296|4|0.0105|200907|False||
1116|78164000|Feeding problem (finding)|Current|C0232466|4|0.0105|200907|False||
1117|90979004|Chronic tonsillitis (disorder)|Current|C0149517|4|0.0105|200907|False||
1118|161414005|History of tuberculosis (situation)|Current|C0455460|3|0.0105|200907|False||
1119|12847006|Acute duodenal ulcer with hemorrhage (disorder)|Current|C0155992|1|0.0105|200907|False||
1120|399374009|Regional lymph node metastasis present (finding)|Current|C1275854|1|0.0105|200907|False||
1121|122481008|Hammer toe (disorder)|Current|C1136179|5|0.0104|200907|False||
1122|363354003|Malignant tumor of cervix (disorder)|Current|C0007847|5|0.0104|200907|False||
1123|202708005|Prolapsed lumbar intervertebral disc (disorder)|Current|C0281899|4|0.0104|200907|False||
1124|8765009|Hematemesis (disorder)|Current|C0018926|4|0.0104|200907|False||
1125|312104005|Cholangiocarcinoma of biliary tract (disorder)|Current|C0206698|3|0.0104|200907|False||
1126|82127005|Perianal abscess (disorder)|Current|C0031019|3|0.0104|200907|False||
1127|191187006|Alpha trait thalassemia (disorder)|Current|C0472762|2|0.0104|200907|False||
1128|429305003|Nonvenomous insect bite (disorder)|Current|C0332815|1|0.0104|200907|False||
1129|444613000|Adult attention deficit hyperactivity disorder (disorder)|Current|C0865424|1|0.0104|201008|False||
1130|274152003|Spondylolisthesis (disorder)|Current|C0038016|5|0.0103|200907|False||
1131|363402007|Malignant tumor of esophagus (disorder)|Current|C0546837|5|0.0103|200907|False||
1132|426965005|Aphthous ulcer of mouth (disorder)|Current|C0038363|5|0.0103|200907|False||
1133|221360009|Spasticity (finding)|Current|C0026838|3|0.0103|200907|False||
1134|254626006|Adenocarcinoma of lung (disorder)|Current|C0152013|3|0.0103|200907|False||
1135|444073006|Type I diabetes mellitus uncontrolled (finding)|Current|C2732402|3|0.0103|201008|False||
1136|102568007|Paresis of lower extremity (finding)|Current|C0751410|2|0.0103|201002|False||
1137|275425008|Retained products after miscarriage (disorder)|Current|C0000810|1|0.0103|200907|False||
1138|30288003|Ventricular septal defect (disorder)|Current|C0018818|5|0.0102|200907|False||
1139|247398009|Neuropathic pain (finding)|Current|C3714625|4|0.0102|200907|False||
1140|66657009|Paroxysmal ventricular tachycardia (disorder)|Current|C0030591|4|0.0102|200907|False||
1141|263208005|Fracture of distal end of radius and ulna (disorder)|Current|C0435630|3|0.0102|200907|False||
1142|160822004|Relationship problems (finding)|Current|C0425168|2|0.0102|200907|False||
1143|71457002|Oropharyngeal dysphagia (disorder)|Current|C0267071|1|0.0102|201208|False||
1144|95529005|Acute gastric ulcer (disorder)|Current|C0341165|1|0.0102|200907|False||
1145|9631008|Ankylosing spondylitis (disorder)|Current|C0038013|6|0.0101|200907|False||
1146|125601008|Injury of knee (disorder)|Current|C0022744|4|0.0101|200907|False||
1147|127295002|Traumatic brain injury (disorder)|Current|C0876926|3|0.0101|200907|False||
1148|275972003|Cholesterol screening (procedure)|Current|C3665373|2|0.0101|200907|False||
1149|373623009|Osteoarthritis of glenohumeral joint (disorder)|Current|C0409939|2|0.0101|200907|False||
1150|206002004|Fetal or neonatal effect of maternal medical problem (disorder)|Current|C0411175|1|0.0101|200907|False||
1151|271857006|Loin pain (finding)|Current|C0235632|1|0.0101|200907|False||
1152|891003|Suicide by self-administered drug (event)|Current|C0277663|1|0.0101|200907|False||
1153|34742003|Portal hypertension (disorder)|Current|C0020541|5|0.01|200907|False||
1154|72007001|Duodenitis (disorder)|Current|C0013298|5|0.01|200907|False||
1155|190237002|Non-toxic uninodular goiter (disorder)|Current|C0342115|3|0.01|200907|False||
1156|65275009|Acute cholecystitis (disorder)|Current|C0149520|3|0.01|200907|False||
1157|7093002|Renal colic (finding)|Current|C0152169|3|0.01|200907|False||
1158|17366009|Atrial arrhythmia (disorder)|Current|C0085611|2|0.01|200907|False||
1159|300848003|Mass of body structure (finding)|Current|C0577559|2|0.01|200907|False||
1160|53889007|Nuclear cataract (disorder)|Current|C0392557|2|0.01|200907|False||
1161|237640005|Drug-induced hypoglycemia (disorder)|Current|C0342321|1|0.01|200907|False||
1162|402166000|Chronic effect of ultraviolet radiation on normal skin (photo-aging) (disorder)|Current|C1304043|1|0.01|201002|False||
1163|425322008|Stab wound (disorder)|Current|C0043255|1|0.01|200907|False||
1164|81308009|Disorder of brain (disorder)|Current|C0006111|5|0.0099|200907|False||
1165|51611005|Chronic urticaria (disorder)|Current|C0263338|4|0.0099|200907|False||
1166|193387007|Cystoid macular edema (disorder)|Current|C0024440|3|0.0099|200907|False||
1167|443092002|Callus of bone (finding)|Current|C0006767|3|0.0099|201002|False||
1168|55570000|Asthma without status asthmaticus (disorder)|Current|C0264405|3|0.0099|200907|False||
1169|47944004|Malocclusion of teeth (disorder)|Current|C0024636|2|0.0099|200907|False||
1170|87648004|Chronic rheumatic heart disease (disorder)|Current|C0175708|1|0.0099|200907|False||
1171|67362008|Aortic aneurysm (disorder)|Current|C0003486|6|0.0098|200907|False||
1172|1482004|Cyst of meibomian gland (disorder)|Current|C0007933|5|0.0098|200907|False||
1173|416098002|Allergy to drug (finding)|Current|C0013182|5|0.0098|200907|False||
1174|187692001|Malignant tumor of nasopharynx (disorder)|Current|C0153392|3|0.0098|200907|False||
1175|312081001|Intrauterine device contraception (finding)|Current|C0344221|3|0.0098|200907|False||
1176|267004000|History of musculoskeletal disease (situation)|Current|C0559112|2|0.0098|200907|False||
1177|275498002|Respiratory tract infection (disorder)|Current|C0035243|2|0.0098|200907|False||
1178|442024001|Hemiplegia as late effect of cerebrovascular disease (disorder)|Current|C2711849|2|0.0098|201002|False||
1179|442423001|Single liveborn born in hospital by cesarean section (situation)|Current|C2711434|2|0.0098|201002|False||
1180|54586004|Lower abdominal pain (finding)|Current|C0232495|2|0.0098|200907|False||
1181|360371003|Acute cardiac pulmonary edema (disorder)|Current|C0398350|1|0.0098|200907|False||
1182|35923002|Chronic maxillary sinusitis (disorder)|Current|C0008698|5|0.0097|200907|False||
1183|127086001|Cervical lymphadenopathy (disorder)|Current|C0235592|3|0.0097|200907|False||
1184|185086009|Chronic obstructive bronchitis (disorder)|Current|C0155874|3|0.0097|200907|False||
1185|240004005|Semimembranosus bursitis (disorder)|Current|C0410092|3|0.0097|200907|False||
1186|82272006|Common cold (disorder)|Current|C0009443|3|0.0097|200907|False||
1187|14734007|Administrative procedure (procedure)|Current|C0184665|2|0.0097|200907|False||
1188|268637002|Psychosexual dysfunction (finding)|Current|C3714744|2|0.0097|200907|False||
1189|386705008|Lightheadedness (finding)|Current|C0220870|2|0.0097|200907|False||
1190|428054006|Adenomatous polyp of colon (disorder)|Current|C0850572|4|0.0096|200907|False||
1191|38481006|Hypertensive renal disease (disorder)|Current|C0848548|3|0.0096|200907|False||
1192|420422005|Ketoacidosis in diabetes mellitus (disorder)|Current|C0011880|3|0.0096|200907|False||
1193|439956007|History of abnormal cervical Papanicolaou smear (situation)|Current|C2586308|3|0.0096|201108|False||
1194|11314008|Polyp of corpus uteri (disorder)|Current|C0156369|2|0.0096|200907|False||
1195|386805003|Mild cognitive disorder (disorder)|Current|C1270972|2|0.0096|200907|False||
1196|62452009|Subjective tinnitus (finding)|Current|C0155533|2|0.0096|200907|False||
1197|191882002|Nondependent alcohol abuse, continuous (disorder)|Current|C0338710|1|0.0096|200907|False||
1198|269795008|Foreign body accident - orifice (event)|Current|C0565848|1|0.0096|200907|False||
1199|372111007|Carcinoma of lower lobe, bronchus or lung (disorder)|Current|C1299242|1|0.0096|200907|False||
1200|2776000|Delirium (disorder)|Current|C0011206|5|0.0095|200907|False||
1201|77252004|Pityriasis rosea (disorder)|Current|C0032026|5|0.0095|200907|False||
1202|58588007|Cutis laxa (disorder)|Current|C0010495|4|0.0095|200907|False||
1203|102570003|Inguinal pain (finding)|Current|C0239783|3|0.0095|200907|False||
1204|267952008|Arthralgia of the pelvic region and thigh (finding)|Current|C0423663|3|0.0095|200907|False||
1205|5935008|Oral contraception (finding)|Current|C0029151|3|0.0095|200907|False||
1206|199397009|Cephalopelvic disproportion (disorder)|Current|C0085988|1|0.0095|200907|False||
1207|82119001|Thyroiditis (disorder)|Current|C0040147|5|0.0094|200907|False||
1208|302497006|Hemodialysis (procedure)|Current|C0019004|4|0.0094|200907|False||
1209|33737001|Fracture of rib (disorder)|Current|C0035522|4|0.0094|200907|False||
1210|81564005|Chronic serous otitis media (disorder)|Current|C0155421|4|0.0094|200907|False||
1211|424413001|Sarcoma (disorder)|Current|C1261473|3|0.0094|200907|False||
1212|58718002|Rheumatic fever (disorder)|Current|C0035436|3|0.0094|200907|False||
1213|196417006|Impacted third molar tooth (disorder)|Current|C0399551|2|0.0094|200907|False||
1214|19220005|Complication of implant (disorder)|Current|C0235895|1|0.0094|200907|False||
1215|70142008|Atrial septal defect (disorder)|Current|C0018817|6|0.0093|200907|False||
1216|129565002|Disorder of skeletal AND/OR smooth muscle (disorder)|Current|C0026848|4|0.0093|200907|False||
1217|201038005|Corn - lesion (disorder)|Current|C0010046|4|0.0093|200907|False||
1218|21850008|Plagiocephaly (disorder)|Current|C0265529|4|0.0093|200907|False||
1219|22878006|Contusion of knee (disorder)|Current|C0160953|4|0.0093|200907|False||
1220|186431008|Clostridioides difficile infection (disorder)|Current|C0343386|3|0.0093|200907|False||
1221|23777003|Open wound of finger with tendon involvement (disorder)|Current|C0160622|3|0.0093|200907|False||
1222|417746004|Traumatic injury (disorder)|Current|C3263723|3|0.0093|200907|False||
1223|5880005|Physical examination procedure (procedure)|Current|C0031809|3|0.0093|200907|False||
1224|103736005|History and physical examination, sports participation (procedure)|Current|C0686933|2|0.0093|201108|False||
1225|243788004|Child examination (procedure)|Current|C0419619|1|0.0093|200907|False||
1226|267431006|Disorder of lipid metabolism (disorder)|Current|C0154251|1|0.0093|200907|False||
1227|111287006|Tricuspid valve regurgitation (disorder)|Current|C0040961|5|0.0092|200907|False||
1228|11441004|Prostatism (disorder)|Current|C0242453|5|0.0092|200907|False||
1229|58759008|Intertrigo (disorder)|Current|C0021807|5|0.0092|200907|False||
1230|91861009|Acute myeloid leukemia, disease (disorder)|Current|C0023467|5|0.0092|200907|False||
1231|37372002|Upper gastrointestinal hemorrhage (disorder)|Current|C0041909|4|0.0092|200907|False||
1232|111489007|Breathing-related sleep disorder (disorder)|Current|C0236845|2|0.0092|200907|False||
1233|397956004|Prosthetic arthroplasty of the hip (procedure)|Current|C0392806|2|0.0092|200907|False||
1234|67766009|Intestinal adhesions with obstruction (disorder)|Current|C0267478|2|0.0092|200907|False||
1235|195295006|Raynaud's disease (disorder)|Current|C0034734|5|0.0091|200907|False||
1236|254956000|Pituitary adenoma (disorder)|Current|C0032000|4|0.0091|200907|False||
1237|191883007|Nondependent alcohol abuse, episodic (disorder)|Current|C0338711|2|0.0091|200907|False||
1238|430959006|Paralytic syndrome of dominant side as late effect of stroke (disorder)|Current|C2315652|2|0.0091|200907|False||
1239|445939008|Nonspecific syndrome suggestive of viral illness (finding)|Current|C0042740|1|0.0091|201108|False||
1240|89748001|Acute gastric ulcer with hemorrhage (disorder)|Current|C0155967|1|0.0091|200907|False||
1241|16596007|Esotropia (disorder)|Current|C0014877|5|0.009|200907|False||
1242|208394006|Closed fracture of metacarpal bone (disorder)|Current|C0159776|5|0.009|201002|False||
1243|76272004|Syphilis (disorder)|Current|C0039128|5|0.009|200907|False||
1244|32798002|Parkinsonism (disorder)|Current|C0242422|4|0.009|200907|False||
1245|77880009|Rectal pain (finding)|Current|C0034886|3|0.009|200907|False||
1246|51339003|Polysubstance dependence (disorder)|Current|C0032606|2|0.009|200907|False||
1247|95662005|Sensory neuropathy (disorder)|Current|C0151313|2|0.009|200907|False||
1248|274227007|Cut - accidental (disorder)|Current|C0558441|1|0.009|200907|False||
1249|372109003|Disorder of joint of spine (disorder)|Current|C0949691|1|0.009|200907|False||
1250|85920003|Constipation by outlet obstruction (disorder)|Current|C0267510|1|0.009|201002|False||
1251|33339001|Psoriasis with arthropathy (disorder)|Current|C0003872|6|0.0089|200907|False||
1252|86044005|Amyotrophic lateral sclerosis (disorder)|Current|C0002736|5|0.0089|200907|False||
1253|65147003|Twin pregnancy (disorder)|Current|C0152150|4|0.0089|200907|False||
1254|91037003|Closed fracture of pelvis (disorder)|Current|C0272576|4|0.0089|200907|False||
1255|186150001|Enteritis caused by rotavirus (disorder)|Current|C0347854|1|0.0089|200907|False||
1256|237279007|Transient hypertension of pregnancy (disorder)|Current|C0341934|1|0.0089|200907|False||
1257|305647009|Seen by pediatrician (finding)|Current|C0583542|1|0.0089|201108|False||
1258|709493000|Digestive system reflux (finding)|Current|C4039208|1|0.0089|201508|False||
1259|73438004|Unemployed (finding)|Current|C0041674|1|0.0089|201208|False||
1260|36924003|Closed fracture of metatarsal bone (disorder)|Current|C0435944|5|0.0088|200907|False||
1261|102614006|Generalized abdominal pain (finding)|Current|C0344304|4|0.0088|200907|False||
1262|265056007|Vaginal hysterectomy (procedure)|Current|C0020700|3|0.0088|200907|False||
1263|82297005|Congestion of nasal sinus (disorder)|Current|C0152029|3|0.0088|200907|False||
1264|285312008|Carcinoma of sigmoid colon (disorder)|Current|C0751498|1|0.0088|200907|False||
1265|41381004|Pneumonia caused by Pseudomonas (disorder)|Current|C0155860|1|0.0088|200907|False||
1266|444605001|Symptomatic sinus bradycardia (disorder)|Current|C0748712|1|0.0088|201008|False||
1267|230745008|Hydrocephalus (disorder)|Current|C0020255|6|0.0087|200907|False||
1268|275937001|Family history of cancer (situation)|Current|C0260515|4|0.0087|200907|False||
1269|80756009|Closed fracture of patella (disorder)|Current|C0159850|4|0.0087|200907|False||
1270|39772007|Rectal polyp (disorder)|Current|C0034887|3|0.0087|200907|False||
1271|249607009|Large prostate (finding)|Current|C0426732|2|0.0087|200907|False||
1272|762898005|Swelling of bilateral lower limbs (finding)|Current|C4280951|2|0.0087|201802|False||
1273|399907009|Animal bite wound (disorder)|Current|C1302713|1|0.0087|200907|False||
1274|410321003|Wellness health education, guidance, and counseling (procedure)|Current|C1631075|1|0.0087|201002|False||
1275|6215006|Acute cholangitis (disorder)|Current|C0267917|1|0.0087|200907|False||
1276|85919009|Disorder of intestine (disorder)|Current|C0021831|1|0.0087|200907|False||
1277|196075003|Pleurisy (disorder)|Current|C0032231|5|0.0086|200907|False||
1278|414205003|Family history of prostate cancer (situation)|Current|C1532320|4|0.0086|200907|False||
1279|55382008|Cerebral atherosclerosis (disorder)|Current|C0007775|4|0.0086|200907|False||
1280|12676007|Fracture of radius (disorder)|Current|C0034628|3|0.0086|200907|False||
1281|103716009|Placement of stent (procedure)|Current|C0522776|2|0.0086|200907|False||
1282|13091001|Dilation and curettage (procedure)|Current|C0012358|2|0.0086|200907|False||
1283|196652006|Acute duodenal ulcer (disorder)|Current|C0341233|1|0.0086|200907|False||
1284|7996008|Fetal intrauterine distress first noted during labor AND/OR delivery in liveborn infant (finding)|Current|C0270139|1|0.0086|200907|False||
1285|190855004|Hypomagnesemia (disorder)|Current|C0151723|6|0.0085|200907|False||
1286|14783006|Hyperbilirubinemia (disorder)|Current|C0020433|5|0.0085|200907|False||
1287|312975006|Microalbuminuria (finding)|Current|C0730345|5|0.0085|200907|False||
1288|41040004|Complete trisomy 21 syndrome (disorder)|Current|C0013080|5|0.0085|200907|False||
1289|45595009|Laparoscopic cholecystectomy (procedure)|Current|C0162522|4|0.0085|200907|False||
1290|65260001|Cervical spondylosis with myelopathy (disorder)|Current|C0158242|4|0.0085|200907|False||
1291|225563000|Pressure ulcer of buttock (disorder)|Current|C0558160|3|0.0085|200907|False||
1292|387801000|Cervical arthritis (disorder)|Current|C0263854|3|0.0085|200907|False||
1293|168501001|Radiology result abnormal (finding)|Current|C0436485|2|0.0085|200907|False||
1294|58390007|Allogeneic bone marrow transplantation (procedure)|Current|C0149615|2|0.0085|200907|False||
1295|118442004|Drainage of abscess (procedure)|Current|C0344096|1|0.0085|200907|False||
1296|252575000|Auditory testing (procedure)|Current|C0018786|1|0.0085|200907|False||
1297|58797008|Complication of transplanted kidney (disorder)|Current|C1261281|1|0.0085|200907|False||
1298|202725007|Lumbar post-laminectomy syndrome (disorder)|Current|C0158274|4|0.0084|200907|False||
1299|195739001|Acute bronchiolitis caused by respiratory syncytial virus (disorder)|Current|C0348799|2|0.0084|200907|False||
1300|2237002|Pleuritic pain (finding)|Current|C0008033|2|0.0084|200907|False||
1301|274533004|Abnormal findings on diagnostic imaging of lung (finding)|Current|C0495786|2|0.0084|200907|False||
1302|430947007|Paralytic syndrome of nondominant side as late effect of stroke (disorder)|Current|C2316860|2|0.0084|200907|False||
1303|73632009|Laparoscopy (procedure)|Current|C0031150|2|0.0084|200907|False||
1304|92065004|Benign neoplasm of colon (disorder)|Current|C0004991|2|0.0084|200907|False||
1305|95279007|Submucous leiomyoma of uterus (disorder)|Current|C0153993|2|0.0084|200907|False||
1306|228142005|Special educational needs (finding)|Current|C0556278|1|0.0084|201002|False||
1307|27214003|Atonic postpartum hemorrhage (disorder)|Current|C0269899|1|0.0084|200907|False||
1308|33603003|Complication of renal dialysis (disorder)|Current|C0274419|1|0.0084|200907|False||
1309|42571002|Failed induction of labor (disorder)|Current|C0269806|1|0.0084|200907|False||
1310|84857004|Herniation of nucleus pulposus (disorder)|Current|C0678212|1|0.0084|200907|False||
1311|91637004|Myasthenia gravis (disorder)|Current|C0026896|6|0.0083|200907|False||
1312|126952004|Neoplasm of brain (disorder)|Current|C0006118|5|0.0083|200907|False||
1313|237836003|Short stature disorder (disorder)|Current|C0013336|5|0.0083|200907|False||
1314|17467004|Hypertrophy of nasal turbinates (disorder)|Current|C0155840|4|0.0083|200907|False||
1315|19471005|Lymphadenitis (disorder)|Current|C0024205|3|0.0083|200907|False||
1316|126946000|Excessive cerumen in ear canal (disorder)|Current|C1263878|2|0.0083|200907|False||
1317|409609008|Radiologic infiltrate of lung (disorder)|Current|C0277877|2|0.0083|201002|False||
1318|443265004|Cognitive disorder (disorder)|Current|C0009241|1|0.0083|201208|False||
1319|40425004|Postconcussion syndrome (disorder)|Current|C0546983|6|0.0082|200907|False||
1320|28442001|Polyuria (finding)|Current|C0032617|5|0.0082|200907|False||
1321|409063005|Counseling (procedure)|Current|C0010210|5|0.0082|200907|False||
1322|62730001|Female proctocele without uterine prolapse (disorder)|Current|C1306265|5|0.0082|200907|False||
1323|7011001|Hallucinations (finding)|Current|C0018524|5|0.0082|200907|False||
1324|70241007|Nutritional deficiency disorder (disorder)|Current|C0162429|5|0.0082|200907|False||
1325|73583000|Epicondylitis (disorder)|Current|C0014488|5|0.0082|200907|False||
1326|274858002|Abnormal glucose tolerance test (finding)|Current|C0159069|4|0.0082|200907|False||
1327|372070002|Gangrenous disorder (disorder)|Current|C0017086|4|0.0082|200907|False||
1328|65074000|Iritis (disorder)|Current|C0022081|4|0.0082|200907|False||
1329|405944004|Asthmatic bronchitis (disorder)|Current|C1319018|3|0.0082|200907|False||
1330|422014003|Disorder due to type 2 diabetes mellitus (disorder)|Current|C1719939|3|0.0082|200907|False||
1331|78875003|Cortical senile cataract (disorder)|Current|C0154980|3|0.0082|200907|False||
1332|414033006|Disorder of rotator cuff (disorder)|Current|C1532240|2|0.0082|200907|False||
1333|54385001|Exanthema subitum (disorder)|Current|C0015231|2|0.0082|200907|False||
1334|21409006|Enthesopathy of ankle AND/OR tarsus (disorder)|Current|C0158319|1|0.0082|200907|False||
1335|65727000|Intrauterine pregnancy (finding)|Current|C0149973|1|0.0082|200907|False||
1336|95280005|Subserous leiomyoma of uterus (disorder)|Current|C0153995|1|0.0082|200907|False||
1337|372142002|Carcinoma of pancreas (disorder)|Current|C0235974|5|0.0081|200907|False||
1338|271860004|Abdominal mass (finding)|Current|C0000734|4|0.0081|200907|False||
1339|399939002|Hirsutism (disorder)|Current|C0019572|4|0.0081|200907|False||
1340|68272006|Acute maxillary sinusitis (disorder)|Current|C0155804|4|0.0081|200907|False||
1341|230381009|Localization-related epilepsy (disorder)|Current|C0014547|3|0.0081|200907|False||
1342|240532009|Human papillomavirus infection (disorder)|Current|C0343641|3|0.0081|200907|False||
1343|298165005|Hand joint inflamed (finding)|Current|C0574946|3|0.0081|200907|False||
1344|372281005|Hypertrophy of breast (disorder)|Current|C0020565|3|0.0081|200907|False||
1345|285636001|Cervical intraepithelial neoplasia (disorder)|Current|C0206708|2|0.0081|200907|False||
1346|46973005|Blood pressure taking (procedure)|Current|C0005824|1|0.0081|200907|False||
1347|84138006|Collapse of vertebra (disorder)|Current|C0410550|1|0.0081|200907|False||
1348|5758002|Bacteremia (finding)|Current|C0004610|6|0.008|200907|False||
1349|10085004|Metatarsalgia (finding)|Current|C0025587|4|0.008|200907|False||
1350|64715009|Hypertensive heart disease (disorder)|Current|C0152105|4|0.008|200907|False||
1351|74779009|Strain of rotator cuff capsule (disorder)|Current|C0434322|4|0.008|200907|False||
1352|16506000|Mixed bipolar I disorder (disorder)|Current|C0236780|3|0.008|200907|False||
1353|271795006|Malaise and fatigue (finding)|Current|C0024528|3|0.008|200907|False||
1354|36440009|Failure to gain weight (finding)|Current|C0231246|3|0.008|200907|False||
1355|276433004|Insect bite - wound (disorder)|Current|C0021564|2|0.008|200907|False||
1356|72092001|Arteriosclerotic vascular disease (disorder)|Current|C0003850|2|0.008|200907|False||
1357|90199006|Transurethral prostatectomy (procedure)|Current|C0040771|2|0.008|200907|False||
1358|275849001|Infective hepatitis immunization (procedure)|Current|C0554828|1|0.008|200907|False||
1359|90739004|Thyrotoxicosis (disorder)|Current|C0040156|1|0.008|200907|False||
1360|302233006|Renal artery stenosis (disorder)|Current|C0035067|5|0.0079|200907|False||
1361|422588002|Aspiration pneumonia (disorder)|Current|C0032290|5|0.0079|200907|False||
1362|285432005|Carcinoma of cervix (disorder)|Current|C0302592|3|0.0079|200907|False||
1363|189336000|Carcinoma in situ of breast (disorder)|Current|C0154084|2|0.0079|200907|False||
1364|269175006|Beta thalassemia trait (disorder)|Current|C0878521|2|0.0079|200907|False||
